uri,Alias,Genotype,Treatment,Repetition,Sowing,Harvesting,Biomass(gramos_pesofresco)
http://www.phenome-fppn.fr/m3p/arch/2017/c17000421,0421/DZ_PG_48/ZM4421/WD/Rep_2/08_01/ARCH2017-03-30,iPG216,WD,2,06/04/2017,09/06/2017,485
http://www.phenome-fppn.fr/m3p/arch/2017/c17000422,0422/DZ_PG_20/ZM4344/WD/Rep_2/08_02/ARCH2017-03-30,iPG119,WD,2,06/04/2017,12/06/2017,533
http://www.phenome-fppn.fr/m3p/arch/2017/c17000423,0423/DZ_PG_21/ZM4360/WD/Rep_2/08_03/ARCH2017-03-30,iPG120,WD,2,06/04/2017,09/06/2017,661
http://www.phenome-fppn.fr/m3p/arch/2017/c17000424,0424/DZ_PG_25/ZM4382/WD/Rep_2/08_04/ARCH2017-03-30,iPG136,WD,2,06/04/2017,14/06/2017,480
http://www.phenome-fppn.fr/m3p/arch/2017/c17000425,0425/DZ_PG_10/ZM4365/WD/Rep_2/08_05/ARCH2017-03-30,iPG073,WD,2,06/04/2017,14/06/2017,566
http://www.phenome-fppn.fr/m3p/arch/2017/c17000426,0426/DZ_PG_47/ZM4362/WD/Rep_2/08_06/ARCH2017-03-30,iPG202,WD,2,06/04/2017,14/06/2017,565
http://www.phenome-fppn.fr/m3p/arch/2017/c17000427,0427/DZ_PG_24/ZM4342/WD/Rep_2/08_07/ARCH2017-03-30,iPG131,WD,2,06/04/2017,09/06/2017,375
http://www.phenome-fppn.fr/m3p/arch/2017/c17000428,0428/DZ_PG_17/ZM4348/WD/Rep_2/08_08/ARCH2017-03-30,iPG110,WD,2,06/04/2017,19/06/2017,529
http://www.phenome-fppn.fr/m3p/arch/2017/c17000429,0429/DZ_PG_43/ZM4380/WD/Rep_2/08_09/ARCH2017-03-30,iPG188,WD,2,06/04/2017,14/06/2017,509
http://www.phenome-fppn.fr/m3p/arch/2017/c17000430,0430/DZ_PG_62/ZM4393/WD/Rep_2/08_10/ARCH2017-03-30,iPG303,WD,2,06/04/2017,16/06/2017,552
http://www.phenome-fppn.fr/m3p/arch/2017/c17000431,0431/DZ_PG_37/ZM4364/WD/Rep_2/08_11/ARCH2017-03-30,iPG167,WD,2,06/04/2017,12/06/2017,488
http://www.phenome-fppn.fr/m3p/arch/2017/c17000432,0432/DZ_PG_63/ZM4392/WD/Rep_2/08_12/ARCH2017-03-30,iPG304,WD,2,06/04/2017,19/06/2017,471
http://www.phenome-fppn.fr/m3p/arch/2017/c17000433,0433/DZ_PG_53/ZM4345/WD/Rep_2/08_13/ARCH2017-03-30,iPG190,WD,2,06/04/2017,14/06/2017,514
http://www.phenome-fppn.fr/m3p/arch/2017/c17000434,0434/DZ_PG_30/ZM4361/WD/Rep_2/08_14/ARCH2017-03-30,iPG152,WD,2,06/04/2017,12/06/2017,474
http://www.phenome-fppn.fr/m3p/arch/2017/c17000435,0435/DZ_PG_27/ZM4354/WD/Rep_2/08_15/ARCH2017-03-30,iPG103,WD,2,06/04/2017,16/06/2017,417
http://www.phenome-fppn.fr/m3p/arch/2017/c17000436,0436/DZ_PG_13/ZM4379/WD/Rep_2/08_16/ARCH2017-03-30,iPG089,WD,2,06/04/2017,16/06/2017,408
http://www.phenome-fppn.fr/m3p/arch/2017/c17000437,0437/DZ_PG_08/ZM4343/WD/Rep_2/08_17/ARCH2017-03-30,iPG063,WD,2,06/04/2017,23/06/2017,469
http://www.phenome-fppn.fr/m3p/arch/2017/c17000438,0438/DZ_PG_31/ZM4347/WD/Rep_2/08_18/ARCH2017-03-30,iPG153,WD,2,06/04/2017,09/06/2017,632
http://www.phenome-fppn.fr/m3p/arch/2017/c17000439,0439/DZ_PG_40/ZM4390/WD/Rep_2/08_19/ARCH2017-03-30,iPG176,WD,2,06/04/2017,19/06/2017,506
http://www.phenome-fppn.fr/m3p/arch/2017/c17000440,0440/DZ_PG_32/ZM4352/WD/Rep_2/08_20/ARCH2017-03-30,iPG155,WD,2,06/04/2017,14/06/2017,388
http://www.phenome-fppn.fr/m3p/arch/2017/c17000441,0441/DZ_PG_55/ZM4355/WD/Rep_2/08_21/ARCH2017-03-30,iPG146,WD,2,06/04/2017,09/06/2017,616
http://www.phenome-fppn.fr/m3p/arch/2017/c17000442,0442/DZ_PG_19/ZM4367/WD/Rep_2/08_22/ARCH2017-03-30,iPG117,WD,2,06/04/2017,19/06/2017,529
http://www.phenome-fppn.fr/m3p/arch/2017/c17000443,0443/DZ_PG_01/ZM4381/WD/Rep_2/08_23/ARCH2017-03-30,iPG004,WD,2,06/04/2017,12/06/2017,358
http://www.phenome-fppn.fr/m3p/arch/2017/c17000444,0444/DZ_PG_68/ZM4395/WD/Rep_2/08_24/ARCH2017-03-30,iPG311,WD,2,06/04/2017,14/06/2017,419
http://www.phenome-fppn.fr/m3p/arch/2017/c17000445,0445/DZ_PG_09/ZM4368/WD/Rep_2/08_25/ARCH2017-03-30,iPG066,WD,2,06/04/2017,14/06/2017,503
http://www.phenome-fppn.fr/m3p/arch/2017/c17000446,0446/DZ_PG_18/ZM4373/WD/Rep_2/08_26/ARCH2017-03-30,iPG111,WD,2,06/04/2017,12/06/2017,356
http://www.phenome-fppn.fr/m3p/arch/2017/c17000447,0447/DZ_PG_12/ZM1304_lot1/WD/Rep_2/08_27/ARCH2017-03-30,iPG082,WD,2,06/04/2017,16/06/2017,396
http://www.phenome-fppn.fr/m3p/arch/2017/c17000448,0448/DZ_PG_67/ZM4394/WD/Rep_2/08_28/ARCH2017-03-30,iPG310,WD,2,06/04/2017,16/06/2017,347
http://www.phenome-fppn.fr/m3p/arch/2017/c17000449,0449/DZ_PG_39/ZM4371/WD/Rep_2/08_29/ARCH2017-03-30,iPG173,WD,2,06/04/2017,12/06/2017,401
http://www.phenome-fppn.fr/m3p/arch/2017/c17000450,0450/DZ_PG_69/ZM4396/WD/Rep_2/08_30/ARCH2017-03-30,iPG312,WD,2,06/04/2017,14/06/2017,527
http://www.phenome-fppn.fr/m3p/arch/2017/c17000451,0451/DZ_PG_50/ZM4363/WD/Rep_2/08_31/ARCH2017-03-30,iPG233,WD,2,06/04/2017,14/06/2017,442
http://www.phenome-fppn.fr/m3p/arch/2017/c17000452,0452/DZ_PG_38/ZM1289/WD/Rep_2/08_32/ARCH2017-03-30,iPG169,WD,2,06/04/2017,14/06/2017,418
http://www.phenome-fppn.fr/m3p/arch/2017/c17000453,0453/DZ_PG_28/ZM4383/WD/Rep_2/08_33/ARCH2017-03-30,iPG148,WD,2,06/04/2017,19/06/2017,356
http://www.phenome-fppn.fr/m3p/arch/2017/c17000454,0454/DZ_PG_11/ZM4386/WD/Rep_2/08_34/ARCH2017-03-30,iPG077,WD,2,06/04/2017,14/06/2017,362
http://www.phenome-fppn.fr/m3p/arch/2017/c17000455,0455/DZ_PG_36/ZM4372/WD/Rep_2/08_35/ARCH2017-03-30,iPG165,WD,2,06/04/2017,14/06/2017,388
http://www.phenome-fppn.fr/m3p/arch/2017/c17000456,0456/DZ_PG_33/ZM4353/WD/Rep_2/08_36/ARCH2017-03-30,iPG158,WD,2,06/04/2017,12/06/2017,570
http://www.phenome-fppn.fr/m3p/arch/2017/c17000457,0457/DZ_PG_66/ZM4391/WD/Rep_2/08_37/ARCH2017-03-30,iPG318,WD,2,06/04/2017,16/06/2017,377
http://www.phenome-fppn.fr/m3p/arch/2017/c17000458,0458/DZ_PG_23/ZM4388/WD/Rep_2/08_38/ARCH2017-03-30,iPG128,WD,2,06/04/2017,14/06/2017,479
http://www.phenome-fppn.fr/m3p/arch/2017/c17000459,0459/DZ_PG_22/ZM4349/WD/Rep_2/08_39/ARCH2017-03-30,iPG121,WD,2,06/04/2017,19/06/2017,416
http://www.phenome-fppn.fr/m3p/arch/2017/c17000460,0460/DZ_PG_04/ZM4366/WD/Rep_2/08_40/ARCH2017-03-30,iPG321,WD,2,06/04/2017,09/06/2017,507
http://www.phenome-fppn.fr/m3p/arch/2017/c17000461,0461/DZ_PG_05/ZM4357/WD/Rep_2/08_41/ARCH2017-03-30,iPG026,WD,2,06/04/2017,12/06/2017,484
http://www.phenome-fppn.fr/m3p/arch/2017/c17000462,0462/DZ_PG_16/ZM4359/WD/Rep_2/08_42/ARCH2017-03-30,iPG109,WD,2,06/04/2017,12/06/2017,450
http://www.phenome-fppn.fr/m3p/arch/2017/c17000463,0463/DZ_PG_41/ZM4378/WD/Rep_2/08_43/ARCH2017-03-30,iPG181,WD,2,06/04/2017,14/06/2017,424
http://www.phenome-fppn.fr/m3p/arch/2017/c17000464,0464/DZ_PG_34/ZM4384/WD/Rep_2/08_44/ARCH2017-03-30,iPG159,WD,2,06/04/2017,14/06/2017,384
http://www.phenome-fppn.fr/m3p/arch/2017/c17000465,0465/DZ_PG_06/ZM4376/WD/Rep_2/08_45/ARCH2017-03-30,iPG029,WD,2,06/04/2017,14/06/2017,558
http://www.phenome-fppn.fr/m3p/arch/2017/c17000466,0466/DZ_PG_44/ZM4369/WD/Rep_2/08_46/ARCH2017-03-30,iPG189,WD,2,06/04/2017,14/06/2017,399
http://www.phenome-fppn.fr/m3p/arch/2017/c17000467,0467/DZ_PG_49/ZM4389/WD/Rep_2/08_47/ARCH2017-03-30,iPG228,WD,2,06/04/2017,19/06/2017,462
http://www.phenome-fppn.fr/m3p/arch/2017/c17000468,0468/DZ_PG_02/ZM4356/WD/Rep_2/08_48/ARCH2017-03-30,iPG007,WD,2,06/04/2017,14/06/2017,472
http://www.phenome-fppn.fr/m3p/arch/2017/c17000469,0469/DZ_PG_51/ZM4350/WD/Rep_2/08_49/ARCH2017-03-30,iPG234,WD,2,06/04/2017,16/05/2017,423.6
http://www.phenome-fppn.fr/m3p/arch/2017/c17000470,0470/DZ_PG_26/ZM4387/WD/Rep_2/08_50/ARCH2017-03-30,iPG138,WD,2,06/04/2017,16/06/2017,441
http://www.phenome-fppn.fr/m3p/arch/2017/c17000471,0471/DZ_PG_74/ZM4397/WD/Rep_2/08_51/ARCH2017-03-30,iPG313,WD,2,06/04/2017,14/06/2017,465
http://www.phenome-fppn.fr/m3p/arch/2017/c17000472,0472/DZ_PG_07/ZM4351/WD/Rep_2/08_52/ARCH2017-03-30,iPG062,WD,2,06/04/2017,12/06/2017,640
http://www.phenome-fppn.fr/m3p/arch/2017/c17000473,0473/DZ_PG_46/ZM4374/WD/Rep_2/08_53/ARCH2017-03-30,iPG195,WD,2,06/04/2017,12/06/2017,514
http://www.phenome-fppn.fr/m3p/arch/2017/c17000474,0474/DZ_PG_03/ZM4377/WD/Rep_2/08_54/ARCH2017-03-30,iPG017,WD,2,06/04/2017,14/06/2017,472
http://www.phenome-fppn.fr/m3p/arch/2017/c17000475,0475/DZ_PG_35/ZM4358/WD/Rep_2/08_55/ARCH2017-03-30,iPG164,WD,2,06/04/2017,12/06/2017,473
http://www.phenome-fppn.fr/m3p/arch/2017/c17000476,0476/DZ_PG_45/ZM4385/WD/Rep_2/08_56/ARCH2017-03-30,iPG194,WD,2,06/04/2017,12/06/2017,571
http://www.phenome-fppn.fr/m3p/arch/2017/c17000477,0477/DZ_PG_14/ZM4375/WD/Rep_2/08_57/ARCH2017-03-30,iPG101,WD,2,06/04/2017,16/06/2017,427
http://www.phenome-fppn.fr/m3p/arch/2017/c17000478,0478/DZ_PG_54/ZM4346/WD/Rep_2/08_58/ARCH2017-03-30,iPG116,WD,2,06/04/2017,12/06/2017,598
http://www.phenome-fppn.fr/m3p/arch/2017/c17000479,0479/DZ_PG_52/ZM4370/WD/Rep_2/08_59/ARCH2017-03-30,iPG239,WD,2,06/04/2017,12/06/2017,547
http://www.phenome-fppn.fr/m3p/arch/2017/c17000480,0480/DZ_PG_72/ZM4398/WD/Rep_2/08_60/ARCH2017-03-30,iPG314,WD,2,06/04/2017,14/06/2017,525
http://www.phenome-fppn.fr/m3p/arch/2017/c17000541,0541/DZ_PG_01/ZM4381/WW/Rep_3/10_01/ARCH2017-03-30,iPG004,WW,3,06/04/2017,06/06/2017,471
http://www.phenome-fppn.fr/m3p/arch/2017/c17000542,0542/DZ_PG_53/ZM4345/WW/Rep_3/10_02/ARCH2017-03-30,iPG190,WW,3,06/04/2017,29/05/2017,570
http://www.phenome-fppn.fr/m3p/arch/2017/c17000543,0543/DZ_PG_31/ZM4347/WW/Rep_3/10_03/ARCH2017-03-30,iPG153,WW,3,06/04/2017,29/05/2017,764
http://www.phenome-fppn.fr/m3p/arch/2017/c17000544,0544/DZ_PG_40/ZM4390/WW/Rep_3/10_04/ARCH2017-03-30,iPG176,WW,3,06/04/2017,09/06/2017,588
http://www.phenome-fppn.fr/m3p/arch/2017/c17000545,0545/DZ_PG_43/ZM4380/WW/Rep_3/10_05/ARCH2017-03-30,iPG188,WW,3,06/04/2017,01/06/2017,614
http://www.phenome-fppn.fr/m3p/arch/2017/c17000546,0546/DZ_PG_52/ZM4370/WW/Rep_3/10_06/ARCH2017-03-30,iPG239,WW,3,06/04/2017,06/06/2017,642
http://www.phenome-fppn.fr/m3p/arch/2017/c17000547,0547/DZ_PG_49/ZM4389/WW/Rep_3/10_07/ARCH2017-03-30,iPG228,WW,3,06/04/2017,06/06/2017,644
http://www.phenome-fppn.fr/m3p/arch/2017/c17000548,0548/DZ_PG_39/ZM4371/WW/Rep_3/10_08/ARCH2017-03-30,iPG173,WW,3,06/04/2017,01/06/2017,508
http://www.phenome-fppn.fr/m3p/arch/2017/c17000549,0549/DZ_PG_38/ZM1289/WW/Rep_3/10_09/ARCH2017-03-30,iPG169,WW,3,06/04/2017,01/06/2017,503
http://www.phenome-fppn.fr/m3p/arch/2017/c17000550,0550/DZ_PG_02/ZM4356/WW/Rep_3/10_10/ARCH2017-03-30,iPG007,WW,3,06/04/2017,06/06/2017,488
http://www.phenome-fppn.fr/m3p/arch/2017/c17000551,0551/DZ_PG_72/ZM4398/WW/Rep_3/10_11/ARCH2017-03-30,iPG314,WW,3,06/04/2017,06/06/2017,699
http://www.phenome-fppn.fr/m3p/arch/2017/c17000552,0552/DZ_PG_67/ZM4394/WW/Rep_3/10_12/ARCH2017-03-30,iPG310,WW,3,06/04/2017,06/06/2017,490
http://www.phenome-fppn.fr/m3p/arch/2017/c17000553,0553/DZ_PG_51/ZM4350/WW/Rep_3/10_13/ARCH2017-03-30,iPG234,WW,3,06/04/2017,01/06/2017,632
http://www.phenome-fppn.fr/m3p/arch/2017/c17000554,0554/DZ_PG_32/ZM4352/WW/Rep_3/10_14/ARCH2017-03-30,iPG155,WW,3,06/04/2017,01/06/2017,556
http://www.phenome-fppn.fr/m3p/arch/2017/c17000555,0555/DZ_PG_07/ZM4351/WW/Rep_3/10_15/ARCH2017-03-30,iPG062,WW,3,06/04/2017,29/05/2017,624
http://www.phenome-fppn.fr/m3p/arch/2017/c17000556,0556/DZ_PG_26/ZM4387/WW/Rep_3/10_16/ARCH2017-03-30,iPG138,WW,3,06/04/2017,09/06/2017,562
http://www.phenome-fppn.fr/m3p/arch/2017/c17000557,0557/DZ_PG_08/ZM4343/WW/Rep_3/10_17/ARCH2017-03-30,iPG063,WW,3,06/04/2017,06/06/2017,482
http://www.phenome-fppn.fr/m3p/arch/2017/c17000558,0558/DZ_PG_55/ZM4355/WW/Rep_3/10_18/ARCH2017-03-30,iPG146,WW,3,06/04/2017,01/06/2017,689
http://www.phenome-fppn.fr/m3p/arch/2017/c17000559,0559/DZ_PG_17/ZM4348/WW/Rep_3/10_19/ARCH2017-03-30,iPG110,WW,3,06/04/2017,06/06/2017,594
http://www.phenome-fppn.fr/m3p/arch/2017/c17000560,0560/DZ_PG_05/ZM4357/WW/Rep_3/10_20/ARCH2017-03-30,iPG026,WW,3,06/04/2017,06/06/2017,498
http://www.phenome-fppn.fr/m3p/arch/2017/c17000561,0561/DZ_PG_63/ZM4392/WW/Rep_3/10_21/ARCH2017-03-30,iPG304,WW,3,06/04/2017,09/06/2017,521
http://www.phenome-fppn.fr/m3p/arch/2017/c17000562,0562/DZ_PG_27/ZM4354/WW/Rep_3/10_22/ARCH2017-03-30,iPG103,WW,3,06/04/2017,29/05/2017,455
http://www.phenome-fppn.fr/m3p/arch/2017/c17000563,0563/DZ_PG_20/ZM4344/WW/Rep_3/10_23/ARCH2017-03-30,iPG119,WW,3,06/04/2017,29/05/2017,567
http://www.phenome-fppn.fr/m3p/arch/2017/c17000564,0564/DZ_PG_24/ZM4342/WW/Rep_3/10_24/ARCH2017-03-30,iPG131,WW,3,06/04/2017,01/06/2017,353
http://www.phenome-fppn.fr/m3p/arch/2017/c17000565,0565/DZ_PG_69/ZM4396/WW/Rep_3/10_25/ARCH2017-03-30,iPG312,WW,3,06/04/2017,06/06/2017,580
http://www.phenome-fppn.fr/m3p/arch/2017/c17000566,0566/DZ_PG_06/ZM4376/WW/Rep_3/10_26/ARCH2017-03-30,iPG029,WW,3,06/04/2017,06/06/2017,616
http://www.phenome-fppn.fr/m3p/arch/2017/c17000567,0567/DZ_PG_28/ZM4383/WW/Rep_3/10_27/ARCH2017-03-30,iPG148,WW,3,06/04/2017,06/06/2017,393
http://www.phenome-fppn.fr/m3p/arch/2017/c17000568,0568/DZ_PG_09/ZM4368/WW/Rep_3/10_28/ARCH2017-03-30,iPG066,WW,3,06/04/2017,29/05/2017,592
http://www.phenome-fppn.fr/m3p/arch/2017/c17000569,0569/DZ_PG_62/ZM4393/WW/Rep_3/10_29/ARCH2017-03-30,iPG303,WW,3,06/04/2017,06/06/2017,625
http://www.phenome-fppn.fr/m3p/arch/2017/c17000570,0570/DZ_PG_11/ZM4386/WW/Rep_3/10_30/ARCH2017-03-30,iPG077,WW,3,06/04/2017,06/06/2017,457
http://www.phenome-fppn.fr/m3p/arch/2017/c17000571,0571/DZ_PG_50/ZM4363/WW/Rep_3/10_31/ARCH2017-03-30,iPG233,WW,3,06/04/2017,06/06/2017,567
http://www.phenome-fppn.fr/m3p/arch/2017/c17000572,0572/DZ_PG_10/ZM4365/WW/Rep_3/10_32/ARCH2017-03-30,iPG073,WW,3,06/04/2017,01/06/2017,556
http://www.phenome-fppn.fr/m3p/arch/2017/c17000573,0573/DZ_PG_74/ZM4397/WW/Rep_3/10_33/ARCH2017-03-30,iPG313,WW,3,06/04/2017,06/06/2017,624
http://www.phenome-fppn.fr/m3p/arch/2017/c17000574,0574/DZ_PG_34/ZM4384/WW/Rep_3/10_34/ARCH2017-03-30,iPG159,WW,3,06/04/2017,01/06/2017,518
http://www.phenome-fppn.fr/m3p/arch/2017/c17000575,0575/DZ_PG_13/ZM4379/WW/Rep_3/10_35/ARCH2017-03-30,iPG089,WW,3,06/04/2017,06/06/2017,540
http://www.phenome-fppn.fr/m3p/arch/2017/c17000577,0577/DZ_PG_35/ZM4358/WW/Rep_3/10_37/ARCH2017-03-30,iPG164,WW,3,06/04/2017,01/06/2017,482
http://www.phenome-fppn.fr/m3p/arch/2017/c17000578,0578/DZ_PG_45/ZM4385/WW/Rep_3/10_38/ARCH2017-03-30,iPG194,WW,3,06/04/2017,01/06/2017,648
http://www.phenome-fppn.fr/m3p/arch/2017/c17000579,0579/DZ_PG_48/ZM4421/WW/Rep_3/10_39/ARCH2017-03-30,iPG216,WW,3,06/04/2017,29/05/2017,415
http://www.phenome-fppn.fr/m3p/arch/2017/c17000580,0580/DZ_PG_19/ZM4367/WW/Rep_3/10_40/ARCH2017-03-30,iPG117,WW,3,06/04/2017,06/06/2017,573
http://www.phenome-fppn.fr/m3p/arch/2017/c17000581,0581/DZ_PG_41/ZM4378/WW/Rep_3/10_41/ARCH2017-03-30,iPG181,WW,3,06/04/2017,06/06/2017,597
http://www.phenome-fppn.fr/m3p/arch/2017/c17000582,0582/DZ_PG_03/ZM4377/WW/Rep_3/10_42/ARCH2017-03-30,iPG017,WW,3,06/04/2017,01/06/2017,508
http://www.phenome-fppn.fr/m3p/arch/2017/c17000583,0583/DZ_PG_04/ZM4366/WW/Rep_3/10_43/ARCH2017-03-30,iPG321,WW,3,06/04/2017,29/05/2017,522
http://www.phenome-fppn.fr/m3p/arch/2017/c17000584,0584/DZ_PG_54/ZM4346/WW/Rep_3/10_44/ARCH2017-03-30,iPG116,WW,3,06/04/2017,29/05/2017,684
http://www.phenome-fppn.fr/m3p/arch/2017/c17000585,0585/DZ_PG_25/ZM4382/WW/Rep_3/10_45/ARCH2017-03-30,iPG136,WW,3,06/04/2017,09/06/2017,521
http://www.phenome-fppn.fr/m3p/arch/2017/c17000586,0586/DZ_PG_46/ZM4374/WW/Rep_3/10_46/ARCH2017-03-30,iPG195,WW,3,06/04/2017,01/06/2017,512
http://www.phenome-fppn.fr/m3p/arch/2017/c17000587,0587/DZ_PG_14/ZM4375/WW/Rep_3/10_47/ARCH2017-03-30,iPG101,WW,3,06/04/2017,01/06/2017,608
http://www.phenome-fppn.fr/m3p/arch/2017/c17000588,0588/DZ_PG_68/ZM4395/WW/Rep_3/10_48/ARCH2017-03-30,iPG311,WW,3,06/04/2017,06/06/2017,607
http://www.phenome-fppn.fr/m3p/arch/2017/c17000589,0589/DZ_PG_66/ZM4391/WW/Rep_3/10_49/ARCH2017-03-30,iPG318,WW,3,06/04/2017,06/06/2017,539
http://www.phenome-fppn.fr/m3p/arch/2017/c17000590,0590/DZ_PG_36/ZM4372/WW/Rep_3/10_50/ARCH2017-03-30,iPG165,WW,3,06/04/2017,01/06/2017,539
http://www.phenome-fppn.fr/m3p/arch/2017/c17000591,0591/DZ_PG_12/ZM1304_lot1/WW/Rep_3/10_51/ARCH2017-03-30,iPG082,WW,3,06/04/2017,06/06/2017,591
http://www.phenome-fppn.fr/m3p/arch/2017/c17000592,0592/DZ_PG_23/ZM4388/WW/Rep_3/10_52/ARCH2017-03-30,iPG128,WW,3,06/04/2017,01/06/2017,607
http://www.phenome-fppn.fr/m3p/arch/2017/c17000593,0593/DZ_PG_37/ZM4364/WW/Rep_3/10_53/ARCH2017-03-30,iPG167,WW,3,06/04/2017,01/06/2017,442
http://www.phenome-fppn.fr/m3p/arch/2017/c17000594,0594/DZ_PG_33/ZM4353/WW/Rep_3/10_54/ARCH2017-03-30,iPG158,WW,3,06/04/2017,29/05/2017,708
http://www.phenome-fppn.fr/m3p/arch/2017/c17000595,0595/DZ_PG_21/ZM4360/WW/Rep_3/10_55/ARCH2017-03-30,iPG120,WW,3,06/04/2017,29/05/2017,673
http://www.phenome-fppn.fr/m3p/arch/2017/c17000596,0596/DZ_PG_44/ZM4369/WW/Rep_3/10_56/ARCH2017-03-30,iPG189,WW,3,06/04/2017,06/06/2017,477
http://www.phenome-fppn.fr/m3p/arch/2017/c17000597,0597/DZ_PG_16/ZM4359/WW/Rep_3/10_57/ARCH2017-03-30,iPG109,WW,3,06/04/2017,29/05/2017,584
http://www.phenome-fppn.fr/m3p/arch/2017/c17000598,0598/DZ_PG_22/ZM4349/WW/Rep_3/10_58/ARCH2017-03-30,iPG121,WW,3,06/04/2017,06/06/2017,589
http://www.phenome-fppn.fr/m3p/arch/2017/c17000599,0599/DZ_PG_18/ZM4373/WW/Rep_3/10_59/ARCH2017-03-30,iPG111,WW,3,06/04/2017,29/05/2017,533
http://www.phenome-fppn.fr/m3p/arch/2017/c17000600,0600/DZ_PG_47/ZM4362/WW/Rep_3/10_60/ARCH2017-03-30,iPG202,WW,3,06/04/2017,01/06/2017,692
http://www.phenome-fppn.fr/m3p/arch/2017/c17000601,0601/DZ_PG_11/ZM4386/WW/Rep_TS_2/11_01/ARCH2017-03-30,iPG077,WW,2,06/04/2017,31/05/2017,533
http://www.phenome-fppn.fr/m3p/arch/2017/c17000602,0602/DZ_PG_17/ZM4348/WW/Rep_TS_2/11_02/ARCH2017-03-30,iPG110,WW,2,06/04/2017,02/06/2017,607
http://www.phenome-fppn.fr/m3p/arch/2017/c17000603,0603/DZ_PG_46/ZM4374/WW/Rep_TS_2/11_03/ARCH2017-03-30,iPG195,WW,2,06/04/2017,29/05/2017,587
http://www.phenome-fppn.fr/m3p/arch/2017/c17000604,0604/DZ_PG_72/ZM4398/WW/Rep_TS_2/11_04/ARCH2017-03-30,iPG314,WW,2,06/04/2017,05/06/2017,626
http://www.phenome-fppn.fr/m3p/arch/2017/c17000605,0605/DZ_PG_37/ZM4364/WW/Rep_TS_2/11_05/ARCH2017-03-30,iPG167,WW,2,06/04/2017,29/05/2017,471
http://www.phenome-fppn.fr/m3p/arch/2017/c17000606,0606/DZ_PG_03/ZM4377/WW/Rep_TS_2/11_06/ARCH2017-03-30,iPG017,WW,2,06/04/2017,31/05/2017,457
http://www.phenome-fppn.fr/m3p/arch/2017/c17000607,0607/DZ_PG_39/ZM4371/WW/Rep_TS_2/11_07/ARCH2017-03-30,iPG173,WW,2,06/04/2017,31/05/2017,537
http://www.phenome-fppn.fr/m3p/arch/2017/c17000608,0608/DZ_PG_55/ZM4355/WW/Rep_TS_2/11_08/ARCH2017-03-30,iPG146,WW,2,06/04/2017,26/05/2017,654
http://www.phenome-fppn.fr/m3p/arch/2017/c17000609,0609/DZ_PG_01/ZM4381/WW/Rep_TS_2/11_09/ARCH2017-03-30,iPG004,WW,2,06/04/2017,31/05/2017,497
http://www.phenome-fppn.fr/m3p/arch/2017/c17000610,0610/DZ_PG_09/ZM4368/WW/Rep_TS_2/11_10/ARCH2017-03-30,iPG066,WW,2,06/04/2017,29/05/2017,575
http://www.phenome-fppn.fr/m3p/arch/2017/c17000611,0611/DZ_PG_22/ZM4349/WW/Rep_TS_2/11_11/ARCH2017-03-30,iPG121,WW,2,06/04/2017,05/06/2017,346
http://www.phenome-fppn.fr/m3p/arch/2017/c17000612,0612/DZ_PG_30/ZM4361/WW/Rep_TS_2/11_12/ARCH2017-03-30,iPG152,WW,2,06/04/2017,24/05/2017,514
http://www.phenome-fppn.fr/m3p/arch/2017/c17000613,0613/DZ_PG_04/ZM4366/WW/Rep_TS_2/11_13/ARCH2017-03-30,iPG321,WW,2,06/04/2017,26/05/2017,512
http://www.phenome-fppn.fr/m3p/arch/2017/c17000614,0614/DZ_PG_27/ZM4354/WW/Rep_TS_2/11_14/ARCH2017-03-30,iPG103,WW,2,06/04/2017,31/05/2017,719
http://www.phenome-fppn.fr/m3p/arch/2017/c17000615,0615/DZ_PG_54/ZM4346/WW/Rep_TS_2/11_15/ARCH2017-03-30,iPG116,WW,2,06/04/2017,31/05/2017,589
http://www.phenome-fppn.fr/m3p/arch/2017/c17000616,0616/DZ_PG_19/ZM4367/WW/Rep_TS_2/11_16/ARCH2017-03-30,iPG117,WW,2,06/04/2017,07/06/2017,573
http://www.phenome-fppn.fr/m3p/arch/2017/c17000617,0617/DZ_PG_02/ZM4356/WW/Rep_TS_2/11_17/ARCH2017-03-30,iPG007,WW,2,06/04/2017,02/06/2017,375
http://www.phenome-fppn.fr/m3p/arch/2017/c17000618,0618/DZ_PG_20/ZM4344/WW/Rep_TS_2/11_18/ARCH2017-03-30,iPG119,WW,2,06/04/2017,31/05/2017,586
http://www.phenome-fppn.fr/m3p/arch/2017/c17000619,0619/DZ_PG_12/ZM1304_lot1/WW/Rep_TS_2/11_19/ARCH2017-03-30,iPG082,WW,2,06/04/2017,31/05/2017,364
http://www.phenome-fppn.fr/m3p/arch/2017/c17000620,0620/DZ_PG_74/ZM4397/WW/Rep_TS_2/11_20/ARCH2017-03-30,iPG313,WW,2,06/04/2017,02/06/2017,595
http://www.phenome-fppn.fr/m3p/arch/2017/c17000621,0621/DZ_PG_40/ZM4390/WW/Rep_TS_2/11_21/ARCH2017-03-30,iPG176,WW,2,06/04/2017,05/06/2017,575
http://www.phenome-fppn.fr/m3p/arch/2017/c17000622,0622/DZ_PG_69/ZM4396/WW/Rep_TS_2/11_22/ARCH2017-03-30,iPG312,WW,2,06/04/2017,31/05/2017,677
